id,country_id,league_id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA
26,1,1,2008/2009,11,2008-11-08 00:00:00,492580,10001,9987,1,0,2.7,3.25,2,2.5,3.3,2.45,2.45,3.1,2.45,2.5,3.2,2.5
27,1,1,2008/2009,11,2008-11-09 00:00:00,492581,9993,9985,1,3,3.6,3.3,2,3.4,3.25,1.95,3.9,3.3,1.75,3.75,3.3,1.8
28,1,1,2008/2009,12,2008-11-16 00:00:00,492582,8342,8635,1,1,2.3,3.25,2,2.2,3.15,3,2,3.1,3.2,2.2,3.25,2.75
29,1,1,2008/2009,12,2008-11-15 00:00:00,492583,9987,9999,1,1,1.25,5.25,10,1.23,5,10,1.3,4.2,8,1.25,4.5,10
30,1,1,2008/2009,12,2008-11-15 00:00:00,492584,10000,9993,2,2,2,3.25,3,2.1,3.2,3.2,2,3.1,3.2,2,3.2,3.2
31,1,1,2008/2009,12,2008-11-16 00:00:00,492585,9994,9985,1,1,3.25,3.25,2,3.4,3.2,2,2.8,3.1,2.2,3,3.2,2.1
32,1,1,2008/2009,12,2008-11-15 00:00:00,492586,7947,8571,1,0,2.3,3.25,2,2.25,3.1,2.95,2.1,3.1,3,2.2,3.25,2.75
33,1,1,2008/2009,12,2008-11-15 00:00:00,492587,8203,9998,0,0,2.05,3.25,3,1.95,3.2,3.6,2,3.1,3.2,2.1,3.2,3
34,1,1,2008/2009,12,2008-11-15 00:00:00,492588,9996,9986,2,1,2.2,3.25,3,2.1,3.25,3.1,2.1,3.1,3,2.2,3.2,2.8
35,1,1,2008/2009,12,2008-11-15 00:00:00,492589,4049,9984,3,0,4.33,3.4,1,4.6,3.4,1.7,3.4,3.3,1.85,4,3.4,1.72
36,1,1,2008/2009,12,2008-11-14 00:00:00,492590,10001,9991,3,2,2.5,3.3,2,2.3,3.2,2.75,2.3,3.1,2.6,2.4,3.1,2.6
37,1,1,2008/2009,13,2008-11-22 00:00:00,492591,8635,10001,2,0,1.44,4.33,7,1.4,3.85,7.75,1.4,3.9,6,1.5,3.5,6
38,1,1,2008/2009,13,2008-11-22 00:00:00,492592,9985,9996,3,1,1.36,4.5,9,1.35,4.25,8,1.35,4,7,1.36,4,7
39,1,1,2008/2009,13,2008-11-22 00:00:00,492622,9998,8342,1,2,4.33,3.4,1,4.85,3.4,1.65,3.8,3.1,1.8,3.75,3.3,1.8
40,1,1,2008/2009,13,2008-11-22 00:00:00,492623,9986,4049,3,2,1.44,4.33,7,1.55,3.45,5.9,1.55,3.5,4.8,1.44,3.6,6.5
41,1,1,2008/2009,13,2008-11-22 00:00:00,492624,9984,8203,2,1,1.67,3.75,5,1.55,3.5,5.85,1.6,3.4,4.6,1.57,3.5,5
42,1,1,2008/2009,13,2008-11-23 00:00:00,492628,9991,9987,2,3,2.1,3.3,3,2.05,3.3,3.2,2.2,3.1,2.8,2.2,3.25,2.75
43,1,1,2008/2009,13,2008-11-22 00:00:00,492631,9999,7947,2,2,2.4,3.3,2,2.3,3.2,2.8,2.2,3.1,2.8,2.2,3.25,2.75
44,1,1,2008/2009,13,2008-12-16 00:00:00,492636,8571,10000,1,0,2.38,3.4,2,2.25,3.1,2.9,2.3,3,2.7,2.2,3.25,2.75
45,1,1,2008/2009,13,2008-11-22 00:00:00,492638,9993,9994,0,2,2.2,3.3,3,2.25,3,3,2.3,3.1,2.6,2.2,3,3
46,1,1,2008/2009,14,2008-11-30 00:00:00,492649,8342,9993,3,0,1.44,4.2,6,1.32,4.5,8.25,1.3,4.2,8,1.33,4.33,7
47,1,1,2008/2009,14,2008-11-29 00:00:00,492651,9987,9984,3,2,1.73,3.4,4,1.65,3.45,4.9,1.65,3.4,4.2,1.72,3.4,4
48,1,1,2008/2009,14,2008-11-29 00:00:00,492658,10000,9986,4,2,2.2,3.25,3,2.2,3.2,3,2.2,3,2.9,2.25,3.25,2.7
49,1,1,2008/2009,14,2008-11-29 00:00:00,492662,9991,9999,4,0,1.29,4.75,9,1.3,4.7,8.5,1.4,3.9,6,1.33,4,8
50,1,1,2008/2009,14,2008-11-28 00:00:00,492664,7947,8635,0,2,5,3.75,1,5.35,3.5,1.6,4.6,3.4,1.6,4.5,3.5,1.61
51,1,1,2008/2009,14,2008-11-30 00:00:00,492666,8203,9985,0,0,4.75,3.5,1,5.25,3.5,1.6,4.2,3.4,1.65,4.33,3.4,1.66
52,1,1,2008/2009,14,2008-11-29 00:00:00,492670,9996,9994,2,0,2.2,3.25,3,2.1,3.1,3.3,2.2,3.1,2.8,2.2,3.2,2.8
53,1,1,2008/2009,14,2008-11-29 00:00:00,492674,4049,8571,3,3,2.3,3.2,2,2.15,3.25,3.05,2.2,3.1,2.8,2.3,3.2,2.62
54,1,1,2008/2009,14,2008-11-29 00:00:00,492677,10001,9998,2,1,1.57,3.6,5,1.55,3.45,6,1.6,3.4,4.6,1.57,3.5,5
55,1,1,2008/2009,15,2008-12-06 00:00:00,492683,8635,4049,5,1,1.2,6,11,1.2,5.1,12,1.2,5,10,1.17,5.5,12
56,1,1,2008/2009,15,2008-12-06 00:00:00,492686,9985,10000,1,2,1.36,4.5,7,1.28,4.5,9,1.3,4.2,8,1.29,4.33,9
57,1,1,2008/2009,15,2008-12-06 00:00:00,492689,9998,7947,5,2,2.1,3.25,3,2.15,3.1,3.1,2.1,3.1,3,2,3.2,3.2
58,1,1,2008/2009,15,2008-12-06 00:00:00,492692,9986,8203,1,2,1.67,3.4,5,1.6,3.5,4.9,1.65,3.3,4.4,1.62,3.5,4.5
59,1,1,2008/2009,15,2008-12-05 00:00:00,492693,9984,9991,3,1,2.4,3.3,2,2.25,3,3,2.2,3.1,2.8,2.38,3.2,2.6
60,1,1,2008/2009,15,2008-12-07 00:00:00,492696,9994,8342,2,0,2.88,3.2,2,3,3,2.25,2.6,3.1,2.3,2.75,3.2,2.25
61,1,1,2008/2009,15,2008-12-06 00:00:00,492699,9999,10001,1,0,3.25,3.3,2,2.95,3.25,2.15,2.8,3.1,2.2,2.88,3.3,2.1
62,1,1,2008/2009,15,2008-12-07 00:00:00,492702,8571,9987,3,1,3.25,3.25,2,3.35,3.2,2,3.2,3.1,2,3,3.2,2.1
63,1,1,2008/2009,15,2008-12-06 00:00:00,492706,9993,9996,3,0,2.2,3.25,3,2.15,3.15,3.05,2.4,3.1,2.5,2.2,3.25,2.75
64,1,1,2008/2009,16,2008-12-14 00:00:00,492709,8342,9985,1,4,2.62,3.2,2,2.25,3.2,2.9,2.1,3.1,3,2.25,3.25,2.7
65,1,1,2008/2009,16,2008-12-13 00:00:00,492713,9987,9986,1,0,1.53,4,6,1.55,3.55,5.65,1.55,3.5,4.8,1.5,3.5,6
66,1,1,2008/2009,16,2008-12-13 00:00:00,492717,10000,9996,2,1,2.05,3.3,3,2.1,3.2,3.2,2.1,3.1,3,2,3.2,3.2
67,1,1,2008/2009,16,2008-12-13 00:00:00,492720,9991,8571,1,1,1.5,4,6,1.45,3.65,7.15,1.45,3.8,5.4,1.57,3.25,5.5
68,1,1,2008/2009,16,2008-12-13 00:00:00,492722,7947,9994,1,1,3.25,3.25,2,2.75,3.15,2.35,2.6,3.1,2.3,2.75,3.2,2.25
69,1,1,2008/2009,16,2008-12-12 00:00:00,492724,8203,9993,2,1,2.5,3.3,2,2.2,3.25,2.95,2.3,3.1,2.6,2.37,3.2,2.6
70,1,1,2008/2009,16,2008-12-14 00:00:00,492728,9999,8635,0,3,8,4.75,1,7.15,4,1.4,6,3.9,1.4,6,3.75,1.44
71,1,1,2008/2009,16,2008-12-13 00:00:00,492734,4049,9998,2,1,2.8,3.25,2,2.4,3.2,2.65,2.3,3.1,2.6,2.37,3.2,2.6
72,1,1,2008/2009,16,2008-12-13 00:00:00,492735,10001,9984,1,2,2.05,3.3,3,1.95,3.05,3.7,1.9,3.2,3.4,2,3.2,3.2
73,1,1,2008/2009,17,2008-12-19 00:00:00,492742,8635,9987,2,0,1.57,3.8,6,1.5,3.7,5.7,1.6,3.4,4.6,1.57,3.5,5
74,1,1,2008/2009,17,2008-12-21 00:00:00,492745,9985,9991,2,1,1.5,4.2,6,1.45,3.6,7,1.5,3.7,5,1.53,3.5,5.5
75,1,1,2008/2009,17,2008-12-20 00:00:00,492746,9998,10000,2,2,2.25,3.25,3,2.4,3.2,2.7,2.3,3.1,2.6,2.4,3.25,2.5
76,1,1,2008/2009,17,2008-12-20 00:00:00,492749,9986,7947,2,0,1.61,3.75,5,1.6,3.5,5,1.7,3.3,4,1.62,3.25,5
77,1,1,2008/2009,17,2008-12-20 00:00:00,492753,9984,9999,4,3,1.4,4.33,8,1.4,3.75,8,1.45,3.8,5.4,1.36,4,7
78,1,1,2008/2009,17,2008-12-20 00:00:00,492757,9994,8203,2,2,1.83,3.4,4,1.7,3.4,4.6,1.7,3.3,4,1.62,3.25,5
79,1,1,2008/2009,17,2008-12-20 00:00:00,492758,9996,8342,5,1,3,3.25,2,3,3.2,2.2,2.8,3.1,2.2,2.75,3.25,2.2
80,1,1,2008/2009,17,2008-12-21 00:00:00,492760,8571,10001,0,0,2.3,3.25,3,2.35,3.15,2.8,2.4,3.1,2.5,2.2,3.25,2.75
81,1,1,2008/2009,17,2008-12-20 00:00:00,492763,9993,4049,2,0,1.57,3.8,6,1.6,3.55,4.9,1.65,3.4,4.2,1.67,3.4,4.33
82,1,1,2008/2009,18,2009-01-18 00:00:00,492769,9993,9987,4,1,2.6,3.3,2,2.55,3.3,2.4,2.5,3.2,2.3,2.5,3.1,2.5
83,1,1,2008/2009,18,2009-01-17 00:00:00,492772,9994,10000,2,1,2.1,3.2,3,2.15,3.1,3.1,1.8,3.2,3.7,1.8,3.2,4
84,1,1,2008/2009,18,2009-01-16 00:00:00,492775,8635,9984,1,2,1.36,4.5,9,1.3,4.5,8.25,1.37,4,7,1.33,4,8
85,1,1,2008/2009,18,2009-01-17 00:00:00,492779,9998,9991,1,2,2.8,3.3,2,2.9,3.3,2.15,2.5,3.2,2.3,2.7,3.3,2.2
86,1,1,2008/2009,18,2009-01-17 00:00:00,492781,9985,7947,3,2,1.2,6.5,13,1.16,6,12,1.2,5,10,1.17,5.5,12
87,1,1,2008/2009,18,2009-01-17 00:00:00,492782,8342,8203,3,0,1.45,4,6,1.45,3.6,7,1.33,4.2,8,1.36,4,7
88,1,1,2008/2009,18,2009-01-17 00:00:00,492785,8571,9999,2,1,1.67,3.5,4,1.65,3.45,4.6,1.7,3.3,4,1.67,3.3,4.5
89,1,1,2008/2009,18,2009-01-17 00:00:00,492789,9996,4049,1,1,1.45,3.8,6,1.55,3.5,5.5,1.5,3.7,5,1.53,3.5,5.5
90,1,1,2008/2009,18,2009-01-18 00:00:00,492792,9986,10001,1,2,2.1,3.3,3,2.1,3.15,3.15,2.2,3.1,2.8,2.1,3.2,3
91,1,1,2008/2009,19,2009-01-25 00:00:00,492798,10000,8342,3,1,2.7,3.25,2,2.75,3.2,2.3,2.9,3.2,2.1,2.75,3.25,2.2
92,1,1,2008/2009,19,2009-02-18 00:00:00,492801,9991,8635,1,2,3,3.3,2,2.8,3.2,2.3,3.1,3,2.1,2.75,3.25,2.2
93,1,1,2008/2009,19,2009-01-25 00:00:00,492804,10001,9985,0,1,3.4,3.25,2,3.4,3.35,1.95,3.3,3.3,1.9,2.75,3.25,2.2
94,1,1,2008/2009,19,2009-01-24 00:00:00,492805,9987,9998,2,0,1.44,4,6,1.4,3.85,7.1,1.45,3.8,5.4,1.4,3.75,7
95,1,1,2008/2009,19,2009-01-24 00:00:00,492807,9999,9986,3,1,2.7,3.2,2,2.6,3.25,2.4,2.4,3.2,2.4,2.5,3.2,2.5
96,1,1,2008/2009,19,2009-01-24 00:00:00,492810,4049,9994,2,1,2.9,3.2,2,2.85,3.25,2.2,2.5,3.2,2.3,2.75,3.25,2.2
97,1,1,2008/2009,19,2009-01-24 00:00:00,492814,8203,9996,2,2,2.3,3.25,2,2.25,3.2,2.85,2.2,3.2,2.75,2.2,3.25,2.75
98,1,1,2008/2009,19,2009-01-24 00:00:00,492817,9984,8571,0,1,1.57,3.6,5,1.5,3.65,5.75,1.55,3.5,4.8,1.57,3.5,5
99,1,1,2008/2009,19,2009-01-24 00:00:00,492819,7947,9993,0,1,3.2,3.25,2,2.75,3.2,2.3,2.5,3.2,2.3,2.6,3.2,2.37
100,1,1,2008/2009,2,2008-10-29 00:00:00,492482,8342,10000,2,0,1.33,4.5,8,1.32,4.5,8,1.3,4.2,8,1.33,4,8
101,1,1,2008/2009,2,2008-08-23 00:00:00,492483,8635,9991,2,2,1.65,3.4,5,1.65,3.55,4.5,1.5,3.7,5,1.53,3.5,5.5
102,1,1,2008/2009,2,2008-08-23 00:00:00,492484,9985,10001,3,0,1.33,4.2,10,1.35,4.25,7.5,1.35,4,7,1.33,4,8
103,1,1,2008/2009,2,2008-08-24 00:00:00,492485,9998,9987,3,1,3.6,3.3,1,2.9,3.3,2.15,2.75,3.2,2.2,2.8,3.2,2.2
104,1,1,2008/2009,2,2008-08-23 00:00:00,492486,9986,9999,1,0,1.5,3.6,6,1.6,3.45,5.15,1.7,3.3,4,1.57,3.5,5
105,1,1,2008/2009,2,2008-08-23 00:00:00,492487,9994,4049,4,1,1.65,3.6,4,1.7,3.45,4.3,1.65,3.3,4.4,1.53,3.5,5.5
106,1,1,2008/2009,2,2008-08-23 00:00:00,492488,9996,8203,3,1,2.05,3.3,3,2.05,3.2,3.2,2.1,3.1,3,1.91,3.4,3.25
107,1,1,2008/2009,2,2008-08-23 00:00:00,492489,8571,9984,2,1,3,3.25,2,2.8,3.2,2.25,2.5,3.2,2.3,2.75,3.2,2.25
108,1,1,2008/2009,2,2008-08-23 00:00:00,492490,9993,7947,1,1,1.53,3.75,5,1.6,3.45,5.2,1.55,3.5,4.8,1.44,3.75,6
109,1,1,2008/2009,20,2009-01-31 00:00:00,492822,8571,8635,1,3,4.75,3.6,1,4.4,3.35,1.7,4,3.3,1.7,4.2,3.25,1.73
110,1,1,2008/2009,20,2009-02-01 00:00:00,492844,9994,9987,1,2,2.4,3.25,2,2.3,3.2,2.75,2.4,3.1,2.5,2.2,3.2,2.8
111,1,1,2008/2009,20,2009-01-31 00:00:00,492845,9998,9984,1,1,3.25,3.2,2,2.8,3.2,2.25,3,3.1,2.1,3.1,3.3,2
112,1,1,2008/2009,20,2009-02-01 00:00:00,492847,9986,9991,2,5,2.6,3.25,2,2.4,3.2,2.6,2.3,3.1,2.6,2.5,3.1,2.5
113,1,1,2008/2009,20,2009-01-31 00:00:00,492849,9996,7947,0,2,1.57,3.5,5,1.6,3.5,5,1.55,3.5,4.8,1.62,3.25,5
114,1,1,2008/2009,20,2009-01-31 00:00:00,492851,10000,8203,1,1,1.8,3.4,4,1.8,3.2,4.1,1.75,3.3,3.8,1.7,3.25,4.33
115,1,1,2008/2009,20,2009-01-31 00:00:00,492853,9985,9999,3,0,1.2,5.5,11,1.2,5.6,10,1.17,5.5,11,1.2,5,11
116,1,1,2008/2009,20,2009-01-31 00:00:00,492856,8342,4049,3,1,1.3,5,8,1.2,5.6,10,1.2,5,10,1.22,5,10
117,1,1,2008/2009,20,2009-01-31 00:00:00,492858,9993,10001,2,1,1.9,3.3,3,2,3.25,3.3,2,3.2,3.1,1.91,3.2,3.5
118,1,1,2008/2009,21,2009-02-07 00:00:00,492989,7947,8342,0,2,4.33,3.4,1,4.6,3.5,1.65,4,3.3,1.7,3.75,3.3,1.8
119,1,1,2008/2009,21,2009-02-06 00:00:00,492990,8571,9985,0,2,5,3.75,1,4.7,3.4,1.65,4.4,3.3,1.65,4.33,3.4,1.66
120,1,1,2008/2009,21,2009-02-07 00:00:00,492991,8635,9998,3,2,1.2,5.5,13,1.17,5.5,13,1.17,5.5,11,1.16,5.5,12
121,1,1,2008/2009,21,2009-02-07 00:00:00,492992,9987,10000,1,2,1.66,3.4,4,1.7,3.3,4.55,1.65,3.3,4.4,1.57,3.5,5
122,1,1,2008/2009,21,2009-02-08 00:00:00,492993,9984,9986,2,2,1.57,3.5,5,1.55,3.5,5.75,1.55,3.5,4.8,1.57,3.5,5
123,1,1,2008/2009,21,2009-02-08 00:00:00,492994,10001,9994,1,0,2,3.2,3,2,3.2,3.4,1.9,3.2,3.4,1.9,3.2,3.5
124,1,1,2008/2009,21,2009-02-07 00:00:00,492995,4049,8203,1,5,2.5,3.2,2,2.1,3.2,3.1,2.3,3.1,2.6,2.25,3.25,2.7
125,1,1,2008/2009,21,2009-02-07 00:00:00,492996,9991,9996,2,0,1.57,3.5,5,1.6,3.4,5.2,1.6,3.4,4.6,1.57,3.5,5
126,1,1,2008/2009,21,2009-02-07 00:00:00,492997,9999,9993,2,2,3.1,3.2,2,3,3.3,2.1,3.1,3.2,2,3.2,3.2,2
127,1,1,2008/2009,22,2009-02-15 00:00:00,492998,9986,8635,0,1,4.33,3.5,1,4.2,3.3,1.75,4.2,3.4,1.65,4.33,3.4,1.67
128,1,1,2008/2009,22,2009-02-15 00:00:00,492999,8342,9987,0,2,1.9,3.25,3,1.85,3.25,3.75,1.75,3.3,3.9,1.8,3.3,3.75
129,1,1,2008/2009,22,2009-02-14 00:00:00,493000,9993,9984,1,1,2.15,3.3,3,2.15,3.3,2.9,2,3.3,3,2.1,3.2,3
130,1,1,2008/2009,22,2009-02-14 00:00:00,493001,8203,9991,3,3,2.7,3.3,2,2.7,3.25,2.3,2.5,3.2,2.3,2.5,3.2,2.4
131,1,1,2008/2009,22,2009-02-14 00:00:00,493002,10000,7947,1,0,1.57,3.5,5,1.55,3.4,5.7,1.55,3.5,4.8,1.5,3.6,5.5
132,1,1,2008/2009,22,2009-02-14 00:00:00,493003,9994,9999,2,1,1.66,3.4,5,1.7,3.25,4.6,1.65,3.4,4.2,1.62,3.5,4.5
133,1,1,2008/2009,22,2009-02-14 00:00:00,493004,9998,8571,1,1,2.1,3.3,3,2.2,3.2,2.9,2.1,3.2,2.9,2.25,3.25,2.7
134,1,1,2008/2009,22,2009-02-14 00:00:00,493005,9985,4049,4,0,1.22,5.75,10,1.2,5.5,10.5,1.15,6,12,1.2,5,11
135,1,1,2008/2009,22,2009-02-14 00:00:00,493006,9996,10001,0,0,2.4,3.3,2,2.25,3.25,2.8,2.3,3.2,2.5,2.38,3.2,2.5
136,1,1,2008/2009,23,2009-02-22 00:00:00,493007,10001,8342,1,1,2.7,3.2,2,2.65,3.15,2.4,2.6,3.1,2.3,2.5,3.3,2.38
137,1,1,2008/2009,23,2009-02-22 00:00:00,493008,8635,9985,4,2,2.25,3.2,3,2.2,3.2,3,2.2,3.1,2.8,2.2,3,3
138,1,1,2008/2009,23,2009-02-21 00:00:00,493009,9999,9998,3,2,2.1,3.25,3,2.1,3.2,3.1,2,3.2,3.1,2.1,3.3,2.88
139,1,1,2008/2009,23,2009-02-21 00:00:00,493010,4049,10000,0,6,3,3.2,2,2.75,3.2,2.3,2.8,3.1,2.2,2.75,3.25,2.2
140,1,1,2008/2009,23,2009-02-21 00:00:00,493011,8571,9986,1,1,2.1,3.4,3,2.1,3.2,3,1.9,3.2,3.4,1.91,3.25,3.4
141,1,1,2008/2009,23,2009-02-21 00:00:00,493012,9984,9994,0,0,1.8,3.4,4,1.8,3.25,4,1.75,3.2,4,1.83,3.3,3.6
142,1,1,2008/2009,23,2009-02-21 00:00:00,493013,7947,8203,1,2,2.3,3.2,2,2.3,3.15,2.8,2.4,3.1,2.5,2.25,3.25,2.7
143,1,1,2008/2009,23,2009-02-20 00:00:00,493014,9987,9996,1,1,1.4,4.5,8,1.5,3.6,6,1.45,3.6,5.8,1.44,3.6,6.5
144,1,1,2008/2009,23,2009-02-21 00:00:00,493015,9991,9993,1,3,1.66,3.4,5,1.7,3.1,4.8,1.7,3.3,4,1.67,3.4,4.33
145,1,1,2008/2009,24,2009-02-28 00:00:00,493016,9996,8635,1,1,5.75,3.75,1,5.5,3.65,1.55,4.8,3.5,1.55,5,3.5,1.57
146,1,1,2008/2009,24,2009-02-27 00:00:00,493017,8203,9987,2,1,3,3.4,2,2.95,3.25,2.2,2.8,3.1,2.2,2.75,3.25,2.2
147,1,1,2008/2009,24,2009-02-28 00:00:00,493018,9986,9998,3,0,2,3.4,3,1.8,3.35,4.05,1.8,3.2,3.7,1.9,3.2,3.5
148,1,1,2008/2009,24,2009-03-01 00:00:00,493019,9985,9984,4,0,1.44,3.75,7,1.5,3.55,6.5,1.4,3.9,6,1.44,3.6,6.5
149,1,1,2008/2009,24,2009-03-01 00:00:00,493020,9994,9991,0,1,2.62,3.25,2,2.7,3,2.5,2.5,3.1,2.4,2.5,3.25,2.37
150,1,1,2008/2009,24,2009-02-28 00:00:00,493021,8342,9999,2,1,1.36,4.5,6,1.3,4.55,9,1.3,4.2,8,1.25,5,8
151,1,1,2008/2009,24,2009-02-28 00:00:00,493022,9993,8571,3,0,1.66,3.75,4,1.6,3.5,5,1.6,3.4,4.6,1.66,3.4,4.33
152,1,1,2008/2009,24,2009-02-28 00:00:00,493023,7947,4049,4,0,1.85,3.3,4,1.85,3.4,3.75,1.8,3.2,3.7,1.83,3.3,3.6
153,1,1,2008/2009,24,2009-02-28 00:00:00,493024,10000,10001,1,1,2,3.25,3,1.9,3.25,3.75,2,3.2,3.1,2,3.2,3.2
154,1,1,2008/2009,25,2009-03-08 00:00:00,493025,9984,8342,1,3,2.8,3.2,2,3.1,3,2.2,2.8,3.1,2.2,3.2,3.2,2
155,1,1,2008/2009,25,2009-03-06 00:00:00,493026,9998,9985,0,1,6.5,3.6,1,6.2,3.5,1.5,5,3.7,1.5,5.5,3.6,1.5
156,1,1,2008/2009,25,2009-03-07 00:00:00,493027,8635,10000,2,0,1.4,4.5,8,1.35,4,9,1.35,4,7,1.36,4,7
157,1,1,2008/2009,25,2009-03-07 00:00:00,493028,8571,9994,2,3,2.4,3.1,3,2.25,3.1,2.9,2.2,3.1,2.8,2.2,3.2,2.8
158,1,1,2008/2009,25,2009-03-07 00:00:00,493029,9987,7947,4,3,1.4,4.5,8,1.35,3.85,9,1.35,4,7,1.36,4,7
159,1,1,2008/2009,25,2009-03-08 00:00:00,493030,10001,8203,0,1,1.8,3.4,4,1.85,3.2,3.85,1.8,3.2,3.7,1.73,3.4,4
160,1,1,2008/2009,25,2009-03-07 00:00:00,493031,9999,9996,2,0,1.85,3.6,4,0,0,0,2.1,3.1,3,0,0,0
161,1,1,2008/2009,25,2009-03-07 00:00:00,493032,9991,4049,2,0,1.28,5.5,9,1.25,5,10,1.25,4.5,9,1.29,4.5,8
162,1,1,2008/2009,25,2009-03-07 00:00:00,493033,9986,9993,0,0,2.5,3.25,2,2.4,3.2,2.6,2.3,3.1,2.6,2.38,3.2,2.6
163,1,1,2008/2009,26,2009-03-13 00:00:00,493034,8203,8635,2,1,4.5,3.6,1,4.7,3.3,1.7,4.2,3.2,1.7,4,3.4,1.72
164,1,1,2008/2009,26,2009-03-15 00:00:00,493035,9985,9987,2,0,1.57,3.5,6,1.55,3.55,5.65,1.5,3.7,5,1.53,3.5,5.5
166,1,1,2008/2009,26,2009-03-14 00:00:00,493037,9994,9986,0,0,2.1,3.25,3,1.85,3.25,3.95,2,3.1,3.2,1.83,3.3,3.6
167,1,1,2008/2009,26,2009-03-14 00:00:00,493038,7947,9984,1,0,2.88,3.4,2,2.7,3.2,2.4,2.4,3.2,2.4,2.6,3.2,2.37
